CensusDateKey,CensusDateDate,CensusDateDayInQuarter,CensusDateDayName,CensusDateDayNameAbbrevation,CensusDateDayOfMonth,CensusDateDayOfWeek,CensusDateDayOfWeekInMonth,CensusDateDayOfYear,CensusDateFirstDayOfMonth,CensusDateFirstDayOfQuarter,CensusDateFirstDayofYear,CensusDateHoliday,CensusDateIsHoliday,CensusDateIsWeekday,CensusDateIsWeekend,CensusDateLastDayOfQuarter,CensusDateLastDayofMonth,CensusDateLastDayofYear,CensusDateMonth,CensusDateMonthAbbrevation,CensusDateMonthName,CensusDateMonthOfQuarter,CensusDateQuarter,CensusDateQuarterName,CensusDateQuarterShortName,CensusDateWeekOfMonth,CensusDateWeekOfQuarter,CensusDateWeekOfYear,CensusDateYYYYMM,CensusDateYear,CensusDateYearAndQuarter,CensusDateYearMonth,CensusDateYearName,CensusDateFirstDayOfFiscalYear,CensusDateFiscalDateKey,CensusDateFiscalDayOfYear,CensusDateFiscalMonth,CensusDateFiscalQuarter,CensusDateFiscalQuarterName,CensusDateFiscalWeekOfYear,CensusDateFiscalYear,CensusDateIsFirstDayOfFiscalYear,CensusDateIsLastOfFiscalYear,CensusDateLastDayOfFiscalYear
20230401,2023-04-01 00:00:00,1,Saturday,Sat,1,7,1,91,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230401,183,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230402,2023-04-02 00:00:00,2,Sunday,Sun,2,1,1,92,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,13,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230402,184,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230403,2023-04-03 00:00:00,3,Monday,Mon,3,2,1,93,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230403,185,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230404,2023-04-04 00:00:00,4,Tuesday,Tue,4,3,1,94,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230404,186,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230405,2023-04-05 00:00:00,5,Wednesday,Wed,5,4,1,95,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230405,187,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230406,2023-04-06 00:00:00,6,Thursday,Thu,6,5,1,96,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230406,188,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230407,2023-04-07 00:00:00,7,Friday,Fri,7,6,1,97,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,1,1,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230407,189,7,3,Q3,27,FY2023,0,0,2023-09-30 00:00:00
20230408,2023-04-08 00:00:00,8,Saturday,Sat,8,7,2,98,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230408,190,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230409,2023-04-09 00:00:00,9,Sunday,Sun,9,1,2,99,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,14,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230409,191,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230410,2023-04-10 00:00:00,10,Monday,Mon,10,2,2,100,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230410,192,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230411,2023-04-11 00:00:00,11,Tuesday,Tue,11,3,2,101,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230411,193,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230412,2023-04-12 00:00:00,12,Wednesday,Wed,12,4,2,102,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230412,194,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230413,2023-04-13 00:00:00,13,Thursday,Thu,13,5,2,103,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230413,195,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230414,2023-04-14 00:00:00,14,Friday,Fri,14,6,2,104,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,2,2,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230414,196,7,3,Q3,28,FY2023,0,0,2023-09-30 00:00:00
20230415,2023-04-15 00:00:00,15,Saturday,Sat,15,7,3,105,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230415,197,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230416,2023-04-16 00:00:00,16,Sunday,Sun,16,1,3,106,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,15,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230416,198,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230417,2023-04-17 00:00:00,17,Monday,Mon,17,2,3,107,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230417,199,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230418,2023-04-18 00:00:00,18,Tuesday,Tue,18,3,3,108,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230418,200,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230419,2023-04-19 00:00:00,19,Wednesday,Wed,19,4,3,109,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230419,201,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230420,2023-04-20 00:00:00,20,Thursday,Thu,20,5,3,110,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230420,202,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230421,2023-04-21 00:00:00,21,Friday,Fri,21,6,3,111,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,3,3,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230421,203,7,3,Q3,29,FY2023,0,0,2023-09-30 00:00:00
20230422,2023-04-22 00:00:00,22,Saturday,Sat,22,7,4,112,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230422,204,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230423,2023-04-23 00:00:00,23,Sunday,Sun,23,1,4,113,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,16,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230423,205,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230424,2023-04-24 00:00:00,24,Monday,Mon,24,2,4,114,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230424,206,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230425,2023-04-25 00:00:00,25,Tuesday,Tue,25,3,4,115,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230425,207,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230426,2023-04-26 00:00:00,26,Wednesday,Wed,26,4,4,116,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230426,208,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230427,2023-04-27 00:00:00,27,Thursday,Thu,27,5,4,117,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230427,209,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230428,2023-04-28 00:00:00,28,Friday,Fri,28,6,4,118,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,4,4,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230428,210,7,3,Q3,30,FY2023,0,0,2023-09-30 00:00:00
20230429,2023-04-29 00:00:00,29,Saturday,Sat,29,7,5,119,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,5,5,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230429,211,7,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230430,2023-04-30 00:00:00,30,Sunday,Sun,30,1,5,120,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-04-30 00:00:00,2023-12-31 00:00:00,4,Apr,April,1,2,Second,Q2,5,5,17,2023/04,2023,2023/Q2,2023/Apr,CY 2023,2022-10-01 00:00:00,20230430,212,7,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230501,2023-05-01 00:00:00,31,Monday,Mon,1,2,1,121,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,5,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230501,213,8,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230502,2023-05-02 00:00:00,32,Tuesday,Tue,2,3,1,122,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,5,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230502,214,8,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230503,2023-05-03 00:00:00,33,Wednesday,Wed,3,4,1,123,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,5,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230503,215,8,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230504,2023-05-04 00:00:00,34,Thursday,Thu,4,5,1,124,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,5,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230504,216,8,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230505,2023-05-05 00:00:00,35,Friday,Fri,5,6,1,125,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,5,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230505,217,8,3,Q3,31,FY2023,0,0,2023-09-30 00:00:00
20230506,2023-05-06 00:00:00,36,Saturday,Sat,6,7,1,126,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,6,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230506,218,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230507,2023-05-07 00:00:00,37,Sunday,Sun,7,1,1,127,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,1,6,18,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230507,219,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230508,2023-05-08 00:00:00,38,Monday,Mon,8,2,2,128,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,6,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230508,220,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230509,2023-05-09 00:00:00,39,Tuesday,Tue,9,3,2,129,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,6,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230509,221,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230510,2023-05-10 00:00:00,40,Wednesday,Wed,10,4,2,130,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,6,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230510,222,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230511,2023-05-11 00:00:00,41,Thursday,Thu,11,5,2,131,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,6,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230511,223,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230512,2023-05-12 00:00:00,42,Friday,Fri,12,6,2,132,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,6,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230512,224,8,3,Q3,32,FY2023,0,0,2023-09-30 00:00:00
20230513,2023-05-13 00:00:00,43,Saturday,Sat,13,7,2,133,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,7,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230513,225,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230514,2023-05-14 00:00:00,44,Sunday,Sun,14,1,2,134,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,2,7,19,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230514,226,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230515,2023-05-15 00:00:00,45,Monday,Mon,15,2,3,135,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,7,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230515,227,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230516,2023-05-16 00:00:00,46,Tuesday,Tue,16,3,3,136,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,7,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230516,228,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230517,2023-05-17 00:00:00,47,Wednesday,Wed,17,4,3,137,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,7,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230517,229,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230518,2023-05-18 00:00:00,48,Thursday,Thu,18,5,3,138,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,7,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230518,230,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230519,2023-05-19 00:00:00,49,Friday,Fri,19,6,3,139,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,7,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230519,231,8,3,Q3,33,FY2023,0,0,2023-09-30 00:00:00
20230520,2023-05-20 00:00:00,50,Saturday,Sat,20,7,3,140,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,8,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230520,232,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230521,2023-05-21 00:00:00,51,Sunday,Sun,21,1,3,141,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,3,8,20,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230521,233,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230522,2023-05-22 00:00:00,52,Monday,Mon,22,2,4,142,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,8,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230522,234,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230523,2023-05-23 00:00:00,53,Tuesday,Tue,23,3,4,143,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,8,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230523,235,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230524,2023-05-24 00:00:00,54,Wednesday,Wed,24,4,4,144,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,8,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230524,236,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230525,2023-05-25 00:00:00,55,Thursday,Thu,25,5,4,145,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,8,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230525,237,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230526,2023-05-26 00:00:00,56,Friday,Fri,26,6,4,146,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,8,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230526,238,8,3,Q3,34,FY2023,0,0,2023-09-30 00:00:00
20230527,2023-05-27 00:00:00,57,Saturday,Sat,27,7,4,147,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,9,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230527,239,8,3,Q3,35,FY2023,0,0,2023-09-30 00:00:00
20230528,2023-05-28 00:00:00,58,Sunday,Sun,28,1,4,148,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,False,True,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,4,9,21,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230528,240,8,3,Q3,35,FY2023,0,0,2023-09-30 00:00:00
20230529,2023-05-29 00:00:00,59,Monday,Mon,29,2,5,149,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,5,9,22,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230529,241,8,3,Q3,35,FY2023,0,0,2023-09-30 00:00:00
20230530,2023-05-30 00:00:00,60,Tuesday,Tue,30,3,5,150,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-01-01 00:00:00,,False,True,False,2023-06-30 00:00:00,2023-05-31 00:00:00,2023-12-31 00:00:00,5,May,May,2,2,Second,Q2,5,9,22,2023/05,2023,2023/Q2,2023/May,CY 2023,2022-10-01 00:00:00,20230530,242,8,3,Q3,35,FY2023,0,0,2023-09-30 00:00:00
