"TransactionID","CustomerID","Product","Variation","Rating"
"42437","2077","Savings Account","Regular","3.8"
"42438","2077","Checking Account","Interest Bearing","2.8"
"42439","6866","Personal Loan","Secured","2.4"
"42440","6866","Checking Account","Student","5.0"
"42441","5644","Credit Card","Student","3.1"
"42442","5644","Mortgage","Interest Only","3.4"
"42443","5644","Business Loan","Term Loan","4.6"
"42444","8525","Investment Account","Managed","3.9"
"42445","8525","Auto Loan","New Car","3.5"
"42446","5250","Savings Account","Regular","3.6"
"42447","5250","Certificate of Deposit","5-Year","3.5"
"42448","1317","Student Loan","Refinance","4.4"
"42449","1317","Retirement Account","Roth IRA","4.6"
"42450","1317","Home Equity Loan","Variable Rate","4.7"
"42451","1197","Personal Loan","Home Improvement","4.7"
"42452","1197","Savings Account","Regular","4.5"
"42453","3171","Business Loan","Line of Credit","3.1"
"42454","3171","Mortgage","Fixed Rate","4.2"
"42455","9622","Mortgage","Balloon Payment","4.0"
"42456","9622","Business Loan","Line of Credit","3.8"
"42457","9622","Credit Card","Travel","4.0"
"42458","356","Business Loan","Term Loan","4.1"
"42459","356","Mortgage","Hybrid Rate","4.9"
"42460","9719","Certificate of Deposit","2-Year","5.0"
"42461","29","Business Loan","Term Loan","4.5"
"42462","29","Credit Card","Cashback","2.4"
"42463","1014","Checking Account","Senior","3.7"
"42464","1014","Certificate of Deposit","10-Year","2.9"
"42465","9020","Investment Account","Managed","3.5"
"42466","9020","Home Equity Loan","HELOC","4.6"
"42467","2025","Home Equity Loan","HELOC","3.3"
"42468","2025","Retirement Account","Simple IRA","4.7"
"42469","8491","Business Loan","Line of Credit","4.3"
"42470","8491","Mortgage","Balloon Payment","3.2"
"42471","5840","Auto Loan","New Car","3.4"
"42472","5792","Personal Loan","Home Improvement","4.3"
"42473","5792","Certificate of Deposit","6-Month","3.8"
"42474","755","Certificate of Deposit","10-Year","4.1"
"42475","755","Savings Account","High Yield","3.2"
"42476","8962","Auto Loan","New Car","3.0"
"42477","3736","Checking Account","Student","4.2"
"42478","1239","Auto Loan","Lease","3.4"
"42479","1907","Checking Account","Senior","2.5"
"42480","7400","Personal Loan","Home Improvement","3.9"
"42481","7400","Certificate of Deposit","6-Month","4.9"
"42482","7400","Checking Account","Student","3.6"
"42483","7962","Business Loan","Equipment Financing","5.0"
"42484","7962","Credit Card","Business","4.9"
"42485","9757","Investment Account","Brokerage","3.3"
"42486","9757","Home Equity Loan","HELOC","4.5"
"42487","9411","Mortgage","Fixed Rate","4.3"
"42488","9411","Business Loan","Equipment Financing","4.7"
"42489","4602","Certificate of Deposit","2-Year","4.5"
"42490","9550","Credit Card","Travel","3.4"
"42491","9550","Business Loan","Line of Credit","3.8"
"42492","1461","Business Loan","Equipment Financing","3.9"
"42493","1461","Mortgage","Hybrid Rate","3.1"
"42494","1461","Credit Card","Travel","4.6"
"42495","7670","Retirement Account","SEP IRA","3.7"
"42496","7670","Investment Account","Brokerage","3.7"
"42497","1417","Home Equity Loan","HELOC","5.0"
"42498","1417","Auto Loan","Used Car","3.5"
"42499","1417","Retirement Account","401K","4.5"
"42500","7767","Mortgage","Balloon Payment","4.7"
"42501","7767","Business Loan","Equipment Financing","2.8"
"42502","1429","Mortgage","Fixed Rate","4.1"
"42503","1429","Business Loan","Term Loan","4.2"
"42504","1429","Credit Card","Rewards","4.3"
"42505","4379","Checking Account","Premium","5.0"
"42506","4379","Certificate of Deposit","6-Month","4.4"
"42507","7530","Business Loan","Line of Credit","3.8"
"42508","7530","Mortgage","Fixed Rate","3.8"
"42509","4475","Business Loan","Line of Credit","4.3"
"42510","3072","Certificate of Deposit","3-Month","4.2"
"42511","3072","Personal Loan","Debt Consolidation","3.0"
"42512","556","Business Loan","Term Loan","4.3"
"42513","556","Mortgage","Adjustable Rate","5.0"
"42514","8548","Mortgage","Hybrid Rate","4.9"
"42515","8548","Business Loan","Term Loan","4.2"
"42516","8548","Credit Card","Travel","4.6"
"42517","1564","Retirement Account","SEP IRA","3.9"
"42518","1041","Auto Loan","New Car","5.0"
"42519","1041","Investment Account","Brokerage","4.1"
"42520","1041","Retirement Account","IRA","4.3"
"42521","2687","Personal Loan","Unsecured","3.4"
"42522","2687","Checking Account","Student","4.2"
"42523","2554","Business Loan","SBA Loan","4.3"
"42524","2554","Mortgage","Hybrid Rate","3.4"
"42525","1780","Investment Account","Managed","5.0"
"42526","1780","Student Loan","Refinance","5.0"
"42527","1780","Retirement Account","IRA","4.2"
"42528","76","Savings Account","Regular","2.9"
"42529","76","Certificate of Deposit","10-Year","4.5"
"42530","76","Personal Loan","Secured","3.9"
"42531","4327","Credit Card","Business","5.0"
"42532","4327","Mortgage","Adjustable Rate","4.5"
"42533","5836","Auto Loan","Refinance","4.0"
"42534","5836","Student Loan","Federal","4.2"
"42535","5058","Personal Loan","Home Improvement","3.8"
"42536","5058","Savings Account","Children's Savings","2.9"
"42537","2350","Savings Account","Money Market","4.2"
"42538","2350","Personal Loan","Secured","3.5"
"42539","2774","Mortgage","Adjustable Rate","4.4"
"42540","2774","Business Loan","SBA Loan","4.9"
"42541","2263","Retirement Account","401K","4.5"
"42542","2263","Auto Loan","Used Car","4.9"
"42543","2263","Investment Account","Robo Advisor","3.6"
"42544","3230","Savings Account","Regular","4.6"
"42545","3230","Personal Loan","Unsecured","4.6"
"42546","393","Mortgage","Hybrid Rate","4.8"
"42547","393","Credit Card","Balance Transfer","3.9"
"42548","1109","Credit Card","Business","4.2"
"42549","1109","Business Loan","Term Loan","5.0"
"42550","4363","Mortgage","Balloon Payment","3.0"
"42551","4363","Credit Card","Balance Transfer","4.8"
"42552","4363","Business Loan","Equipment Financing","4.2"
"42553","5189","Checking Account","Premium","4.2"
"42554","5189","Certificate of Deposit","5-Year","4.4"
"42555","5189","Personal Loan","Unsecured","3.8"
"42556","8803","Credit Card","Travel","3.6"
"42557","8803","Business Loan","Term Loan","3.7"
"42558","5058","Savings Account","Money Market","4.2"
"42559","5058","Personal Loan","Debt Consolidation","3.1"
"42560","3999","Auto Loan","Used Car","3.7"
"42561","3999","Retirement Account","Simple IRA","4.6"
"42562","8865","Certificate of Deposit","6-Month","4.3"
"42563","8865","Personal Loan","Debt Consolidation","4.3"
"42564","6567","Retirement Account","IRA","2.7"
"42565","6567","Student Loan","Federal","3.7"
"42566","3678","Savings Account","Children's Savings","3.3"
"42567","3678","Personal Loan","Secured","4.1"
"42568","5797","Retirement Account","401K","2.4"
"42569","5797","Auto Loan","New Car","4.0"
"42570","6364","Business Loan","Line of Credit","3.6"
"42571","6364","Mortgage","Interest Only","4.0"
"42572","8124","Business Loan","Line of Credit","4.0"
"42573","8124","Credit Card","Cashback","3.3"
"42574","8124","Mortgage","Reverse Mortgage","4.9"
"42575","8223","Business Loan","Equipment Financing","3.7"
"42576","8223","Credit Card","Student","4.3"
"42577","7691","Checking Account","Senior","2.8"
"42578","7691","Certificate of Deposit","10-Year","3.0"
"42579","1401","Investment Account","Brokerage","2.3"
"42580","1401","Auto Loan","Lease","3.9"
"42581","4072","Mortgage","Balloon Payment","3.4"
"42582","4072","Credit Card","Secured","2.9"
"42583","8809","Business Loan","SBA Loan","2.6"
"42584","8809","Credit Card","Secured","4.5"
"42585","2787","Certificate of Deposit","1-Year","3.6"
"42586","2787","Personal Loan","Home Improvement","4.4"
"42587","7170","Credit Card","Business","4.9"
"42588","7170","Business Loan","Term Loan","3.5"
"42589","871","Personal Loan","Debt Consolidation","3.9"
"42590","871","Certificate of Deposit","5-Year","3.8"
"42591","4197","Retirement Account","IRA","3.9"
"42592","4197","Auto Loan","Lease","3.6"
"42593","9605","Home Equity Loan","HELOC","4.2"
"42594","9605","Retirement Account","Roth IRA","3.4"
"42595","2740","Certificate of Deposit","6-Month","4.9"
"42596","2740","Savings Account","Children's Savings","5.0"
"42597","941","Business Loan","Term Loan","5.0"
"42598","341","Savings Account","High Yield","3.0"
"42599","341","Certificate of Deposit","1-Year","4.4"
"42600","7423","Student Loan","Private","4.1"
"42601","7423","Investment Account","Managed","3.9"
"42602","4134","Personal Loan","Home Improvement","4.8"
"42603","4134","Certificate of Deposit","6-Month","3.1"
"42604","660","Mortgage","Adjustable Rate","4.2"
"42605","660","Business Loan","Line of Credit","4.4"
"42606","660","Credit Card","Rewards","4.2"
"42607","9753","Investment Account","Self-Directed","3.6"
"42608","9753","Home Equity Loan","Variable Rate","3.0"
"42609","3458","Mortgage","Hybrid Rate","4.1"
"42610","3458","Credit Card","Balance Transfer","3.9"
"42611","3458","Business Loan","Line of Credit","3.8"
"42612","9849","Savings Account","Regular","4.2"
"42613","9849","Checking Account","Premium","3.7"
"42614","2976","Mortgage","Adjustable Rate","3.9"
"42615","2976","Credit Card","Rewards","3.8"
"42616","2976","Business Loan","Line of Credit","4.1"
"42617","9242","Personal Loan","Home Improvement","3.3"
"42618","9242","Certificate of Deposit","1-Year","4.5"
"42619","454","Certificate of Deposit","3-Month","3.8"
"42620","454","Checking Account","Basic","3.5"
"42621","9897","Checking Account","Premium","4.6"
"42622","8185","Credit Card","Travel","4.4"
"42623","8185","Mortgage","Reverse Mortgage","4.3"
"42624","5443","Home Equity Loan","Fixed Rate","4.0"
"42625","5443","Investment Account","Managed","4.0"
"42626","5443","Student Loan","Private","4.4"
"42627","819","Retirement Account","401K","4.9"
"42628","819","Auto Loan","Refinance","3.3"
"42629","4869","Home Equity Loan","Variable Rate","5.0"
"42630","4869","Investment Account","Robo Advisor","3.7"
"42631","13","Checking Account","Senior","4.4"
"42632","13","Certificate of Deposit","5-Year","3.7"
"42633","13","Personal Loan","Unsecured","4.0"
"42634","7728","Investment Account","Self-Directed","3.0"
"42635","921","Business Loan","SBA Loan","4.2"
"42636","921","Mortgage","Reverse Mortgage","4.2"
"42637","4921","Certificate of Deposit","10-Year","4.2"
"42638","4921","Savings Account","Regular","4.4"
"42639","2419","Personal Loan","Unsecured","3.8"
"42640","2419","Savings Account","Money Market","3.0"
"42641","9507","Mortgage","Reverse Mortgage","3.5"
"42642","9507","Credit Card","Rewards","3.5"
"42643","6476","Student Loan","Refinance","4.3"
"42644","6476","Investment Account","Brokerage","5.0"
"42645","6476","Retirement Account","401K","3.2"
"42646","2018","Auto Loan","Refinance","5.0"
"42647","2018","Retirement Account","401K","3.8"
"42648","7958","Business Loan","Term Loan","2.7"
"42649","7958","Mortgage","Balloon Payment","4.0"
"42650","9421","Business Loan","SBA Loan","3.3"
"42651","9421","Mortgage","Balloon Payment","3.4"
"42652","4793","Personal Loan","Home Improvement","5.0"
"42653","6831","Home Equity Loan","Variable Rate","4.4"
"42654","6831","Investment Account","Brokerage","3.3"
"42655","2435","Credit Card","Secured","3.5"
"42656","2435","Mortgage","Balloon Payment","3.9"
"42657","2869","Personal Loan","Home Improvement","2.4"
"42658","2869","Checking Account","Basic","2.9"
"42659","1439","Certificate of Deposit","6-Month","2.9"
"42660","1439","Savings Account","Regular","4.2"
"42661","3544","Mortgage","Adjustable Rate","4.3"
"42662","3544","Business Loan","Line of Credit","3.7"
"42663","1782","Mortgage","Interest Only","4.6"
"42664","1782","Business Loan","Line of Credit","5.0"
"42665","6344","Certificate of Deposit","5-Year","4.1"
"42666","6344","Personal Loan","Unsecured","3.6"
"42667","2264","Certificate of Deposit","5-Year","3.8"
"42668","2264","Personal Loan","Debt Consolidation","3.2"
"42669","212","Mortgage","Balloon Payment","4.2"
"42670","212","Business Loan","SBA Loan","4.0"
"42671","8700","Mortgage","Balloon Payment","3.1"
"42672","8700","Credit Card","Rewards","2.8"
"42673","6160","Checking Account","Senior","4.0"
"42674","6160","Savings Account","Children's Savings","3.3"
"42675","7028","Credit Card","Secured","3.7"
"42676","7028","Mortgage","Reverse Mortgage","5.0"
"42677","332","Personal Loan","Secured","3.3"
"42678","332","Checking Account","Interest Bearing","3.7"
"42679","6861","Personal Loan","Debt Consolidation","5.0"
"42680","6861","Checking Account","Senior","3.7"
"42681","8045","Business Loan","Equipment Financing","4.8"
"42682","8045","Mortgage","Adjustable Rate","4.6"
"42683","8045","Credit Card","Business","4.9"
"42684","8170","Business Loan","Term Loan","3.7"
"42685","8170","Mortgage","Reverse Mortgage","3.6"
"42686","8743","Business Loan","Term Loan","4.5"
"42687","8743","Credit Card","Business","4.5"
"42688","5721","Personal Loan","Unsecured","5.0"
"42689","5721","Savings Account","Regular","2.9"
"42690","9134","Mortgage","Balloon Payment","3.2"
"42691","9134","Credit Card","Cashback","3.6"
"42692","728","Savings Account","Regular","4.4"
"42693","728","Certificate of Deposit","2-Year","4.0"
"42694","4976","Credit Card","Cashback","4.2"
"42695","4976","Mortgage","Interest Only","4.3"
"42696","4976","Business Loan","Equipment Financing","4.0"
"42697","3244","Savings Account","Regular","4.3"
"42698","3244","Checking Account","Student","2.9"
"42699","649","Savings Account","Regular","4.1"
"42700","649","Certificate of Deposit","10-Year","4.6"
"42701","5096","Retirement Account","Simple IRA","3.2"
"42702","5096","Home Equity Loan","HELOC","4.7"
"42703","6615","Mortgage","Interest Only","4.6"
"42704","6615","Credit Card","Student","4.1"
"42705","7136","Certificate of Deposit","2-Year","5.0"
"42706","7136","Checking Account","Interest Bearing","5.0"
"42707","1010","Investment Account","Managed","3.8"
"42708","1010","Home Equity Loan","HELOC","4.6"
"42709","1551","Auto Loan","Lease","3.6"
"42710","1551","Home Equity Loan","Variable Rate","4.5"
"42711","1551","Investment Account","Managed","3.9"
"42712","8996","Investment Account","Self-Directed","4.2"
"42713","8996","Student Loan","Private","3.4"
"42714","7493","Retirement Account","Roth IRA","3.3"
"42715","7493","Investment Account","Self-Directed","5.0"
"42716","3402","Student Loan","Private","4.7"
"42717","7448","Checking Account","Student","3.6"
"42718","7448","Certificate of Deposit","10-Year","3.4"
"42719","7448","Personal Loan","Home Improvement","2.4"
"42720","5425","Business Loan","SBA Loan","4.5"
"42721","5425","Credit Card","Cashback","5.0"
"42722","5425","Mortgage","Adjustable Rate","3.8"
"42723","4242","Business Loan","Term Loan","4.1"
"42724","4242","Mortgage","Balloon Payment","3.2"
"42725","3162","Checking Account","Premium","5.0"
"42726","3162","Certificate of Deposit","6-Month","4.6"
"42727","4156","Credit Card","Travel","3.7"
"42728","4156","Business Loan","Equipment Financing","5.0"
"42729","7479","Personal Loan","Unsecured","4.8"
"42730","7479","Savings Account","High Yield","4.2"
"42731","8720","Checking Account","Basic","4.3"
"42732","8720","Certificate of Deposit","1-Year","3.5"
"42733","8720","Savings Account","Money Market","3.4"
"42734","9216","Home Equity Loan","Variable Rate","3.5"
"42735","6618","Home Equity Loan","HELOC","4.7"
"42736","6618","Student Loan","Refinance","3.6"
"42737","5661","Home Equity Loan","Fixed Rate","3.5"
"42738","8625","Savings Account","High Yield","5.0"
"42739","8625","Checking Account","Basic","4.7"
"42740","1177","Mortgage","Reverse Mortgage","4.2"
"42741","1177","Credit Card","Travel","4.3"
"42742","7957","Credit Card","Balance Transfer","3.6"
"42743","7957","Business Loan","SBA Loan","3.8"
"42744","8593","Student Loan","Private","5.0"
"42745","8593","Retirement Account","IRA","4.0"
"42746","2234","Checking Account","Senior","4.1"
"42747","2234","Savings Account","Regular","5.0"
"42748","2234","Personal Loan","Home Improvement","3.6"
"42749","4701","Retirement Account","401K","3.0"
"42750","4701","Student Loan","Consolidation","4.8"
"42751","5907","Mortgage","Reverse Mortgage","4.2"
"42752","5907","Business Loan","Equipment Financing","5.0"
"42753","7861","Mortgage","Reverse Mortgage","4.2"
"42754","7861","Business Loan","Equipment Financing","3.9"
"42755","7527","Auto Loan","New Car","4.6"
"42756","7527","Retirement Account","Simple IRA","3.7"
"42757","5560","Personal Loan","Unsecured","4.6"
"42758","6733","Auto Loan","Used Car","3.2"
"42759","6733","Home Equity Loan","Fixed Rate","4.1"
"42760","2514","Credit Card","Rewards","4.6"
"42761","2514","Business Loan","Term Loan","5.0"
"42762","7831","Mortgage","Hybrid Rate","3.7"
"42763","7831","Business Loan","SBA Loan","2.7"
"42764","9966","Personal Loan","Secured","3.1"
"42765","9966","Savings Account","Regular","5.0"
"42766","6945","Credit Card","Balance Transfer","3.6"
"42767","6945","Business Loan","Term Loan","4.4"
"42768","7911","Home Equity Loan","Fixed Rate","3.5"
"42769","7911","Investment Account","Robo Advisor","4.6"
"42770","5650","Business Loan","Term Loan","4.5"
"42771","5650","Mortgage","Balloon Payment","4.4"
"42772","1097","Certificate of Deposit","10-Year","4.3"
"42773","1097","Personal Loan","Debt Consolidation","3.2"
"42774","9121","Auto Loan","Lease","3.6"
"42775","9121","Investment Account","Managed","4.3"
"42776","1952","Student Loan","Private","3.6"
"42777","1952","Retirement Account","Roth IRA","4.0"
"42778","9747","Personal Loan","Debt Consolidation","4.0"
"42779","9747","Checking Account","Basic","3.7"
"42780","9187","Business Loan","SBA Loan","4.7"
"42781","9187","Mortgage","Hybrid Rate","4.4"
"42782","9187","Credit Card","Rewards","3.5"
"42783","7800","Mortgage","Hybrid Rate","3.6"
"42784","8805","Student Loan","Consolidation","4.2"
"42785","8805","Investment Account","Self-Directed","3.7"
"42786","8805","Auto Loan","Refinance","3.5"
"42787","596","Retirement Account","SEP IRA","4.7"
"42788","596","Auto Loan","Refinance","3.9"
"42789","7876","Savings Account","Money Market","4.6"
"42790","9034","Personal Loan","Home Improvement","4.3"
"42791","9034","Checking Account","Premium","3.3"
"42792","9034","Certificate of Deposit","10-Year","3.9"
"42793","4440","Home Equity Loan","Fixed Rate","4.5"
"42794","4440","Auto Loan","Lease","4.9"
"42795","5973","Auto Loan","Refinance","4.6"
"42796","5973","Investment Account","Managed","4.3"
"42797","5973","Retirement Account","SEP IRA","3.3"
"42798","859","Auto Loan","Refinance","5.0"
"42799","5520","Checking Account","Senior","3.0"
"42800","5520","Certificate of Deposit","3-Month","2.5"
"42801","7386","Auto Loan","New Car","4.3"
"42802","7386","Investment Account","Robo Advisor","2.5"
"42803","7386","Home Equity Loan","Variable Rate","3.9"
"42804","8637","Mortgage","Reverse Mortgage","4.4"
"42805","8637","Credit Card","Travel","3.3"
"42806","8637","Business Loan","Equipment Financing","4.5"
"42807","9981","Certificate of Deposit","6-Month","4.9"
"42808","9981","Personal Loan","Debt Consolidation","4.7"
"42809","4318","Personal Loan","Secured","3.6"
"42810","4318","Checking Account","Interest Bearing","3.5"
"42811","4318","Certificate of Deposit","5-Year","2.1"
"42812","3455","Credit Card","Travel","3.4"
"42813","1031","Credit Card","Student","3.8"
"42814","1031","Mortgage","Hybrid Rate","4.5"
"42815","9488","Student Loan","Consolidation","4.5"
"42816","9488","Auto Loan","Lease","3.3"
"42817","7907","Investment Account","Brokerage","5.0"
"42818","7907","Home Equity Loan","Variable Rate","3.6"
"42819","1448","Credit Card","Travel","3.5"
"42820","1448","Business Loan","Line of Credit","3.7"
"42821","1448","Mortgage","Adjustable Rate","4.8"
"42822","2851","Credit Card","Balance Transfer","4.2"
"42823","2851","Business Loan","Term Loan","3.8"
"42824","8107","Checking Account","Basic","3.7"
"42825","8107","Personal Loan","Unsecured","5.0"
"42826","7152","Certificate of Deposit","5-Year","4.3"
"42827","7152","Savings Account","Regular","3.9"
"42828","9504","Retirement Account","Roth IRA","5.0"
"42829","9504","Auto Loan","New Car","3.4"
"42830","6953","Savings Account","Money Market","3.6"
"42831","6953","Certificate of Deposit","10-Year","4.5"
"42832","6953","Personal Loan","Secured","4.3"
"42833","4056","Credit Card","Cashback","2.5"
"42834","4056","Business Loan","Equipment Financing","3.4"
"42835","5403","Home Equity Loan","HELOC","3.2"
"42836","5403","Auto Loan","New Car","3.2"
"42837","5403","Investment Account","Brokerage","3.1"
"42838","9282","Home Equity Loan","Fixed Rate","4.7"
"42839","9282","Investment Account","Robo Advisor","4.3"
"42840","1673","Checking Account","Premium","4.2"
"42841","1673","Certificate of Deposit","10-Year","3.2"
"42842","1673","Personal Loan","Unsecured","4.1"
"42843","4533","Mortgage","Interest Only","4.7"
"42844","4533","Business Loan","Line of Credit","3.7"
"42845","4533","Credit Card","Secured","3.7"
"42846","4925","Credit Card","Rewards","4.2"
"42847","4925","Mortgage","Reverse Mortgage","3.3"
"42848","6086","Personal Loan","Debt Consolidation","4.1"
"42849","6086","Certificate of Deposit","6-Month","4.8"
"42850","7735","Savings Account","Children's Savings","4.1"
"42851","7735","Certificate of Deposit","2-Year","4.5"
"42852","7735","Personal Loan","Secured","3.6"
"42853","4865","Student Loan","Consolidation","3.3"
"42854","4865","Auto Loan","New Car","4.0"
"42855","9317","Investment Account","Managed","4.1"
"42856","9317","Auto Loan","Refinance","3.7"
"42857","9317","Retirement Account","Simple IRA","4.6"
"42858","1222","Credit Card","Secured","4.0"
"42859","1222","Business Loan","Equipment Financing","4.6"
"42860","2861","Personal Loan","Secured","4.3"
"42861","2861","Certificate of Deposit","3-Month","3.1"
"42862","2861","Checking Account","Student","3.6"
"42863","8429","Mortgage","Reverse Mortgage","4.8"
"42864","9337","Certificate of Deposit","2-Year","2.6"
"42865","9337","Checking Account","Student","5.0"
"42866","3254","Home Equity Loan","Fixed Rate","4.3"
"42867","3254","Retirement Account","Roth IRA","5.0"
"42868","3254","Investment Account","Brokerage","4.2"
"42869","3783","Credit Card","Cashback","3.9"
"42870","3783","Business Loan","Line of Credit","3.7"
"42871","6958","Certificate of Deposit","2-Year","2.8"
"42872","767","Auto Loan","Lease","4.9"
"42873","767","Home Equity Loan","Variable Rate","4.0"
"42874","2682","Checking Account","Basic","3.6"
"42875","2682","Personal Loan","Debt Consolidation","3.9"
"42876","7711","Auto Loan","Lease","4.1"
"42877","7711","Home Equity Loan","Variable Rate","2.8"
"42878","7711","Student Loan","Refinance","5.0"
"42879","7483","Mortgage","Fixed Rate","4.8"
"42880","7483","Business Loan","Line of Credit","3.1"
"42881","7483","Credit Card","Travel","4.9"
"42882","5087","Certificate of Deposit","5-Year","4.5"
"42883","5087","Checking Account","Senior","3.9"
"42884","7965","Business Loan","Line of Credit","5.0"
"42885","7965","Mortgage","Reverse Mortgage","3.6"
"42886","2666","Credit Card","Student","5.0"
"42887","2666","Business Loan","Line of Credit","3.5"
"42888","2666","Mortgage","Fixed Rate","3.9"
"42889","9952","Certificate of Deposit","2-Year","4.1"
"42890","9952","Checking Account","Senior","4.0"
"42891","9952","Personal Loan","Secured","3.7"
"42892","3514","Investment Account","Self-Directed","4.1"
"42893","3514","Student Loan","Consolidation","4.6"
"42894","496","Auto Loan","New Car","3.3"
"42895","496","Student Loan","Federal","4.4"
"42896","5823","Business Loan","Line of Credit","3.9"
"42897","5823","Credit Card","Travel","4.3"
"42898","2073","Student Loan","Consolidation","3.0"
"42899","7796","Business Loan","Equipment Financing","5.0"
"42900","7796","Credit Card","Travel","4.9"
"42901","8530","Certificate of Deposit","3-Month","3.7"
"42902","8530","Checking Account","Premium","3.6"
"42903","8530","Personal Loan","Secured","5.0"
"42904","3950","Retirement Account","Roth IRA","4.9"
"42905","3950","Auto Loan","Used Car","3.8"
"42906","3950","Investment Account","Self-Directed","4.4"
"42907","6034","Mortgage","Hybrid Rate","4.5"
"42908","6034","Credit Card","Cashback","3.8"
"42909","8329","Mortgage","Balloon Payment","3.4"
"42910","8329","Credit Card","Secured","4.7"
"42911","8329","Business Loan","Line of Credit","4.3"
"42912","2556","Personal Loan","Secured","5.0"
"42913","2556","Checking Account","Basic","4.4"
"42914","6371","Auto Loan","Lease","4.4"
"42915","6371","Investment Account","Brokerage","4.2"
"42916","6371","Home Equity Loan","HELOC","3.6"
"42917","4416","Certificate of Deposit","6-Month","4.6"
"42918","4416","Checking Account","Basic","4.1"
"42919","5960","Personal Loan","Debt Consolidation","3.4"
"42920","5960","Checking Account","Basic","3.9"
"42921","9108","Savings Account","Children's Savings","3.0"
"42922","9108","Checking Account","Interest Bearing","2.4"
"42923","5994","Mortgage","Balloon Payment","3.7"
"42924","5994","Business Loan","Term Loan","3.7"
"42925","5022","Business Loan","Term Loan","3.1"
"42926","5022","Mortgage","Interest Only","3.9"
"42927","2908","Retirement Account","IRA","3.9"
"42928","2908","Student Loan","Refinance","5.0"
"42929","2908","Home Equity Loan","HELOC","3.6"
"42930","2915","Mortgage","Fixed Rate","3.1"
"42931","2915","Credit Card","Student","4.8"
"42932","3871","Credit Card","Rewards","4.5"
"42933","3871","Mortgage","Reverse Mortgage","4.4"
"42934","9191","Home Equity Loan","Fixed Rate","4.9"
"42935","9191","Student Loan","Consolidation","4.1"
"42936","5086","Savings Account","Regular","4.3"
"42937","5086","Personal Loan","Unsecured","4.6"
"42938","6547","Retirement Account","Roth IRA","4.8"
"42939","6547","Student Loan","Federal","3.6"
"42940","6547","Investment Account","Brokerage","3.2"
"42941","396","Retirement Account","SEP IRA","3.5"
"42942","396","Auto Loan","Lease","4.1"
"42943","939","Student Loan","Federal","4.6"
"42944","9829","Personal Loan","Home Improvement","3.4"
"42945","9829","Savings Account","Regular","4.8"
"42946","9829","Checking Account","Senior","3.6"
"42947","2511","Credit Card","Rewards","3.0"
"42948","2511","Mortgage","Fixed Rate","3.5"
"42949","4637","Certificate of Deposit","6-Month","2.5"
"42950","1650","Personal Loan","Secured","4.9"
"42951","1650","Savings Account","High Yield","4.0"
"42952","3691","Savings Account","Regular","4.6"
"42953","3691","Certificate of Deposit","2-Year","3.9"
"42954","3436","Personal Loan","Secured","4.2"
"42955","3436","Savings Account","Money Market","3.1"
"42956","3202","Certificate of Deposit","6-Month","2.7"
"42957","3202","Checking Account","Premium","3.8"
"42958","4180","Credit Card","Student","4.1"
"42959","4180","Business Loan","SBA Loan","3.6"
"42960","8406","Mortgage","Adjustable Rate","2.9"
"42961","8406","Business Loan","Term Loan","4.5"
"42962","3238","Auto Loan","Used Car","4.2"
"42963","3238","Retirement Account","Roth IRA","3.5"
"42964","3863","Certificate of Deposit","3-Month","3.6"
"42965","3863","Personal Loan","Unsecured","3.4"
"42966","3863","Savings Account","High Yield","3.4"
"42967","59","Certificate of Deposit","3-Month","3.8"
"42968","59","Checking Account","Interest Bearing","3.4"
"42969","4939","Personal Loan","Debt Consolidation","4.6"
"42970","4939","Savings Account","Regular","3.3"
"42971","4939","Certificate of Deposit","6-Month","2.7"
"42972","2972","Investment Account","Self-Directed","4.5"
"42973","2972","Student Loan","Federal","4.9"
"42974","9720","Investment Account","Self-Directed","4.4"
"42975","8315","Personal Loan","Unsecured","4.3"
"42976","8315","Certificate of Deposit","3-Month","4.3"
"42977","9629","Credit Card","Balance Transfer","4.2"
"42978","9629","Mortgage","Fixed Rate","4.2"
"42979","9355","Credit Card","Student","4.7"
"42980","9355","Mortgage","Hybrid Rate","3.2"
"42981","3346","Credit Card","Student","4.5"
"42982","2487","Personal Loan","Debt Consolidation","4.4"
"42983","2487","Certificate of Deposit","5-Year","4.7"
"42984","562","Savings Account","Regular","5.0"
"42985","562","Personal Loan","Secured","5.0"
"42986","3982","Savings Account","Children's Savings","4.2"
"42987","3982","Checking Account","Interest Bearing","3.6"
"42988","3982","Certificate of Deposit","3-Month","4.4"
"42989","6262","Investment Account","Brokerage","3.5"
"42990","6262","Home Equity Loan","HELOC","3.6"
"42991","1738","Retirement Account","Roth IRA","4.9"
"42992","1738","Investment Account","Brokerage","5.0"
"42993","9097","Certificate of Deposit","5-Year","3.9"
"42994","9097","Checking Account","Student","4.0"
"42995","9097","Savings Account","High Yield","4.1"
"42996","3555","Student Loan","Federal","5.0"
"42997","3555","Retirement Account","IRA","5.0"
"42998","9919","Auto Loan","Refinance","3.6"
"42999","9919","Retirement Account","Roth IRA","4.1"
"43000","9919","Investment Account","Managed","4.1"
"43001","9127","Auto Loan","Lease","4.6"
"43002","9127","Home Equity Loan","Variable Rate","4.4"
"43003","7096","Savings Account","Money Market","4.7"
"43004","7096","Certificate of Deposit","5-Year","4.0"
"43005","8267","Investment Account","Self-Directed","4.0"
"43006","8267","Home Equity Loan","Variable Rate","5.0"
